addressDetailEn,addressDetailTh,addressEn,addressTh,branchNameEn,branchNameTh,districtEn,districtTh,faxExt,faxTh,latitude,longtitude,provinceNameEn,provinceNameTh,subDistrictEn,subDistrictTh,telExt,telTh,timeEn,timeTh,timeWeekendEn,timeWeekendTh,workingHourEn,workingHourTh,workingHourWeekendEn,workingHourWeekendTh,zipCode,code,mobile,branchType
,141/22 หมู่ที่ 8,,141/22 หมู่ที่ 8 ตำบลหัวรอ อำเภอพระนครศรีอยุธยา จังหวัดนครศรีอยุธยา 13000,,อยุธยา (สาย1),,พระนครศรีอยุธยา,,035-328-943,14.361219,100.569327,,พระนครศรีอยุธยา,,หัวรอ,,035-328-942,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-524,091-770-6446,SOMWANG
,25/3 ถนนราษฎร์อุทิศ,,25/3 ถนนราษฎร์อุทิศ ตำบลอรัญประเทศ อำเภออรัญประเทศ จังหวัดสระแก้ว 27120,,อรัญประเทศ (สระแก้ว),,อรัญประเทศ,,037-550-368,13.687077,102.503518,,สระแก้ว,,อรัญประเทศ,,037-550-367,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-294,091-889-6333,SOMWANG
,898/9 หมู่ที่ 9,,898/9 หมู่ที่ 9 ตำบลบุ่ง อำเภอเมือง จังหวัดอำนาจเจริญ 37000,,อำนาจเจริญ,,เมือง,,045 451 387,15.867968,104.626287,,อำนาจเจริญ,,บุ่ง,,045 451 357,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-044,082-852-8000,SOMWANG
,47/2 ถนนโภคานุสรณ์,,"179/7 ,179/8 ,179/9 ถนนทหาร ตำบลหมากแข้ง อำเภอเมืองอุดรธานี จังหวัดอุดรธานี 41000",,อุดรธานี,,อุดรธานี,,042 245 307,17.401173,102.798119,,อุดรธานี,,หมากแข้ง,,042 245 306,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-015,084-827-5000,SOMWANG
,"415, 415/1 หมู่ที่ 9 ซอยบ้านคลองเจริญ",,"415, 415/1 หมู่ที่ 9 ซอยบ้านคลองเจริญ ตำบลหมากแข้ง อำเภอเมืองอุดรธานี จังหวัดอุดรธานี 41000",,อุดรธานี 2 (สี่แยกบ้านถ่อน),,เมืองอุดรธานี,,042-241-038,17.407907,102.768598,,อุดรธานี,,หมากแข้ง,,042-241-040,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-353,063-906-5444,SOMWANG
,278/1-2 ถนนบรมอาสน์,,278/1-2 ถนนบรมอาสน์ ตำบลท่าอิฐ อำเภอเมือง จังหวัดอุตรดิตถ์ 53000,,อุตรดิตถ์,,เมือง,,055-407-461,17.611291,100.086397,,อุตรดิตถ์,,ท่าอิฐ,,055 407 462,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-081,082-063-8000,SOMWANG
,233/18 หมู่ที่ 1,,233/18 หมู่ที่ 1 ตำบลอุทัย อำเภออุทัย จังหวัดพระนครศรีอยุธยา 13210,,อุทัย (อยุธยา),,อุทัย,,035-330-016,"14.358904,",100.667044,,พระนครศรีอยุธยา,,อุทัย,,035-330-015,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-490,095-367-6262,SOMWANG
,90/25 ถนนเติบศิริ,,90/25 ถนนเติบศิริ ตำบลอุทัยใหม่ อำเภอเมืองอุทัยธานี จังหวัดอุทัยธานี 61000,,อุทัยธานี,,เมืองอุทัยธานี,,056-511-302,15.387971,100.022205,,อุทัยธานี,,อุทัยใหม่,,056-511-301,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-113,091-772-4000,SOMWANG
,920 หมู่ที่ 7 ถนนเพียรพจนกิจ,,920 หมู่ที่ 7 ถนนเพียรพจนกิจ ตำบลกำแพง อำเภออุทุมพรพิสัย จังหวัดศรีสะเกษ 33120,,อุทุมพรพิสัย,,อุทุมพรพิสัย,,045-691-521,15.109634,104.139438,,ศรีสะเกษ,,กำแพง,,045-691-522,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-162,090-989-9990,SOMWANG
,24 หมู่ที่ 4,,24 หมู่ที่ 4 ตำบลเขื่อนอุบลรัตน์ อำเภออุบลรัตน์ จังหวัดขอนแก่น 40250,,อุบลรัตน์ (ขอนแก่น),,อุบลรัตน์,,043-446-275,16.762417,102.634556,,ขอนแก่น,,เขื่อนอุบลรัตน์,,043-446-175,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-576,091-772-5335,SOMWANG
,624 ถนนชยางกูร,,"614 ,614/1 ถนนชยางกูร ตำบลในเมือง อำเภอเมืองอุบลราชธานี จังหวัดอุบลราชธานี 34000",,อุบลราชธานี,,อุบลราชธานี,,045 316 432,15.26325,104.8454,,อุบลราชธานี,,ในเมือง,,045 316 431,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-026,082-863-5000,SOMWANG
,20/12-13 หมู่ที่ 2,,20/12-13 หมู่ที่ 2 ตำบลพลูตาหลวง อำเภอสัตหีบ จังหวัดชลบุรี 20180,,อู่ตะเภา(ชลบุรี),,สัตหีบ,,038-245-586,12.691167,100.977778,,ชลบุรี,,พลูตาหลวง,,038-245-585,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-182,091-771-1331,SOMWANG
,738 หมู่ที่ 6,,738 หมู่ที่ 6 ตำบลอู่ทอง อำเภออู่ทอง จังหวัดสุพรรณบุรี 72160,,อู่ทอง(สุพรรณบุรี),,อู่ทอง,,035-551-587,14.377538,99.895021,,สุพรรณบุรี,,อู่ทอง,,035-551-586,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-156,091-771-1313,SOMWANG
,19/6 ถนนอ่างทอง-สิงห์บุรี,,19/6 ถนนอ่างทอง-สิงห์บุรี ตำบลตลาดหลวง อำเภอเมือง จังหวัดอ่างทอง 14000,,อ่างทอง,,เมือง,,035 614 051,14.594988,100.453429,,อ่างทอง,,ตลาดหลวง,,035-611-535,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-056,087-960-8000,SOMWANG
,127/45 หมู่ที่ 7,,127/45 หมู่ที่ 7 ตำบลอ่าวลึกใต้ อำเภออ่าวลึก จังหวัดกระบี่ 81110,,อ่าวลึก (กระบี่),,อ่าวลึก,,075-680-476,8.398324,98.742375,,กระบี่,,อ่าวลึกใต้,,075-680-475,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-308,091-889-7111,SOMWANG
,"652, 653 หมู่ที่ 5",,"652, 653 หมู่ที่ 5 ตำบลปากพูน อำเภอเมืองนครศรีธรรมราช จังหวัดนครศรีธรรมราช 80000",,อ้อมค่าย,,เมืองนครศรีธรรมราช,,075-466-633,8.460304,99.965468,,นครศรีธรรมราช,,ปากพูน,,075-466-802,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-472,095-367-5500,SOMWANG
,9/9-10 หมู่ที่ 8,,9/9-10 หมู่ที่ 8 ตำบลอ้อมใหญ่ อำเภอสามพราน จังหวัดนครปฐม 73160,,อ้อมใหญ่ (นครปฐม),,สามพราน,,02-420-5698,13.708692,100.279254,,นครปฐม,,อ้อมใหญ่,,02-420-5699,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-101,091-889-8000,SOMWANG
,"70/19 ,70/20 หมู่ที่ 3",,"70/19 ,70/20 หมู่ที่ 3 ตำบลเชิงเนิน อำเภอเมืองระยอง จังหวัดระยอง 21000",,เกาะกลอย (ระยอง),,เมืองระยอง,,038-029-072,12.698079,101.266783,,ระยอง,,เชิงเนิน,,038-029-071,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-247,063-905-1999,SOMWANG
,307/3 หมู่ที่ 3,,307/3 หมู่ที่ 3 ตำบลศาลา อำเภอเกาะคา จังหวัดลำปาง 52130,,เกาะคา (ลำปาง),,เกาะคา,,054-260-034,18.199781,99.405356,,ลำปาง,,ศาลา,,054-260-033,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-351,063-906-2333,SOMWANG
,1/58 หมู่ที่ 6,,1/58 หมู่ที่ 6 ตำบลบ่อผุด อำเภอเกาะสมุย จังหวัดสุราษฎร์ธานี 84320,,เกาะสมุย (สุราษฎร์ธานี),,เกาะสมุย,,077-447-856,9.535438,100.041803,,สุราษฎร์ธานี,,บ่อผุด,,077 447 802,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-073,080-291-8000,SOMWANG
,147 หมู่ที่ 3,,147 หมู่ที่ 3 ตำบลหนองบัวศาลา อำเภอเมืองนครราชสีมา จังหวัดนครราชสีมา 30000,,เขตอุตสาหกรรมสุรนารี,,เมืองนครราชสีมา,,044-218-032,14.918361,102.158583,,นครราชสีมา,,บัวศาลา,,044-218-031,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-418,091-770-5775,SOMWANG
,"42, 44 หมู่ที่ 7",,"42, 44 หมู่ที่ 7 ถนนอรุณประเสริฐ ตำบลเขมราฐ อำเภอเขมราฐ จังหวัดอุบลราชธานี 34170",,เขมราฐ (อุบลราชธานี),,เขมราฐ,,045-210-739,16.039761,105.222668,,อุบลราชธานี,,เขมราฐ,,045-210-738,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-365,095-364-1155,SOMWANG
,112/234 หมู่ที่ 10,,112/234 หมู่ที่ 10 ตำบลหนองปรือ อำเภอบางละมุง จังหวัดชลบุรี 20150,,เขาตาโล (พัทยา),,บางละมุง,,038-332-216,12.907728,100.905239,,ชลบุรี,,หนองปรือ,,038-332-215,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-248,063-905-2777,SOMWANG
,"10/7, 10/8 หมู่ที่ 6",,"10/7, 10/8 หมู่ที่ 6 ตำบลทุ่งตะไคร อำเภอทุ่งตะโก จังหวัดชุมพร 86220",,เขาปีบ (ชุมพร),,ทุ่งตะโก,,077-630-364,10.136305,99.084549,,ชุมพร,,ทุ่งตะไคร,,077-630-362,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-463,095-367-1100,SOMWANG
,99/1 หมู่ที่ 5,,99/1 หมู่ที่ 5 ถนนเขาพนม-ทุ่งใหญ่ ตำบลเขาพนม อำเภอเขาพนม จังหวัดกระบี่ 81140,,เขาพนม (กระบี่),,เขาพนม,,075-656-199,8.262598,99.055471,,กระบี่,,เขาพนม,,075-656-198,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-529,091-770-6556,SOMWANG
,8/2013 ซอยหมู่บ้านเขาเต่า,,8/2013 ซอยหมู่บ้านเขาเต่า ตำบลหนองแก อำเภอหัวหิน จังหวัดประจวบคีรีขันธ์ 77110,,เขาเต่า-หัวหิน,,หัวหิน,,032-510-204,12.47023,99.971193,,ประจวบคีรีขันธ์,,หนองแก,,032-510-202,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-485,095-367-2323,SOMWANG
,688/3 หมู่ที่ 4,,688/3 หมู่ที่ 4 ตำบลเขื่องใน อำเภอเขื่องใน จังหวัดอุบลราชธานี 34150,,เขื่องใน (อุบลราชธานี),,เขื่องใน,,045-210-257,15.395681,104.551874,,อุบลราชธานี,,เขื่องใน,,045-210-256,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-378,095-364-2244,SOMWANG
